accident_index,accident_severity,num_accident_in_ons,num_accident_in_same_road_type,num_accident_in_same_road,num_accident_in_same_second_road,num_casualties,num_vehicle_involved,weather_conditions,light_conditions,road_surface_conditions,carriageway_hazards,special_conditions_at_site,is_night,num_cars,num_heavy_vehicles,num_motorcycles,num_pedal_cycles,num_pedestrians,is_child_involved,is_old_involved
"""2018010116257""",1,70,7489,10,7083,2,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2019301900916""",1,19,7489,5,7083,1,1,1,1,2,0,0,0,0,0,1,0,1,0,1
"""2020302000945""",1,16,7489,1,583,2,3,1,1,1,0,0,0,3,0,0,0,0,0,1
"""201697KA00507""",1,20,7489,1,7083,3,2,1,1,1,0,0,0,2,0,0,0,0,1,0
"""2018210301175""",1,3,7489,5,1,2,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""2020160976706""",1,65,7489,3055,7083,1,2,8,1,2,0,0,0,1,0,1,0,0,0,0
"""201806A144240""",1,102,7489,4,7083,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"""2021141089729""",1,113,7489,1,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2018230332065""",1,22,7489,6,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2021991026029""",1,15,7489,3055,2,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2016110119043""",1,83,7489,3,7083,1,1,1,1,2,0,0,0,1,0,0,0,1,0,1
"""2017301701577""",1,35,764,3055,7083,1,2,1,1,1,0,0,0,0,1,0,1,0,0,1
"""2017610043917""",1,18,7489,1,7083,2,2,2,1,2,0,0,0,2,0,0,0,0,0,1
"""20181353H0428""",1,147,7489,3055,7083,1,1,2,4,2,0,0,0,1,0,0,0,1,0,0
"""2018030282123""",1,19,764,13,7083,1,2,1,1,1,0,0,0,0,1,0,1,0,0,1
"""2016950005857""",1,74,247,2,4,1,2,1,1,1,0,0,0,1,1,0,0,0,0,1
"""2020530963931""",1,13,7489,3055,7083,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0
"""2020460990056""",1,19,764,3,2,2,1,1,4,2,0,4,1,1,0,0,0,0,1,0
"""201697UD70105""",1,15,7489,2,1,2,2,1,1,1,0,0,0,1,1,0,0,0,0,1
"""2020450995293""",1,14,7489,1,7083,1,1,1,4,1,0,0,0,1,0,0,0,1,0,0
"""2017921700298""",1,6,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
"""2020170S21840""",1,34,7489,2,7083,2,2,1,1,2,0,0,0,1,0,1,0,0,0,0
"""2017010043671""",1,77,7489,35,7083,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1
"""2020460996602""",1,21,1285,41,7083,1,1,5,4,2,0,0,0,1,0,0,0,1,0,0
"""2018340N80131""",1,40,7489,567,583,1,2,1,4,2,0,0,1,1,0,0,1,0,0,0
"""2021361120643""",1,26,7489,54,7083,1,2,1,6,2,0,0,0,1,0,1,0,0,0,0
"""2021231029995""",1,22,7489,3,7083,1,1,1,6,2,0,0,0,1,0,0,0,0,0,0
"""2017010013471""",1,50,7489,4,7083,3,1,1,4,4,2,4,1,1,0,0,0,0,0,0
"""2019010198892""",1,64,7489,1,7083,2,1,4,1,1,0,0,0,0,0,1,0,0,0,0
"""2017521702932""",1,60,7489,3055,7083,2,1,1,4,1,0,0,1,1,0,0,0,0,0,1
"""201601TD00088""",1,70,7489,9,7083,4,1,1,1,1,0,0,0,1,0,0,0,4,1,0
"""201601TD00033""",1,63,7489,26,7083,2,1,1,1,1,0,0,0,0,0,1,0,1,0,1
"""2021430287057""",1,21,7489,3055,7083,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
"""2019410890763""",1,14,764,3055,2,3,2,1,4,2,0,0,0,2,0,0,0,0,0,0
"""2018135450605""",1,21,764,4,10,1,2,1,1,1,0,0,0,1,0,1,0,0,0,1
"""2021131063986""",1,21,7489,24,7083,1,2,1,1,1,0,0,0,1,1,0,0,0,0,0
"""2019010207324""",1,57,7489,10,583,1,2,2,4,2,0,0,1,2,0,0,0,0,0,0
"""2018410299651""",1,19,247,3055,7083,1,1,1,7,1,0,0,1,1,0,0,0,1,0,0
"""2019340K80251""",1,14,7489,4,2,1,1,9,4,1,0,0,1,1,0,0,0,1,0,1
"""2017500225234""",1,40,7489,1,7083,2,1,1,1,1,0,0,0,1,0,0,0,0,0,1
"""2019220838866""",1,16,7489,3055,7083,2,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""201806E140381""",1,102,7489,27,7083,3,2,5,4,2,0,0,0,2,0,0,0,0,0,1
"""2019500902315""",1,77,764,3055,15,2,2,1,1,2,0,0,0,2,0,0,0,0,0,0
"""2021451091861""",1,36,7489,3055,1,9,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""2016983123516""",1,19,7489,2,7083,2,1,1,6,1,0,0,1,1,0,0,0,0,0,0
"""2021010331472""",1,66,7489,3055,7083,1,1,9,4,1,0,0,1,1,0,0,0,1,0,0
"""2021320381862""",1,33,7489,1,583,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017471704950""",1,65,7489,9,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1
"""2019430218849""",1,17,7489,3055,7083,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"""2019230910886""",1,24,7489,2,7083,3,9,1,4,1,0,0,0,9,0,0,0,2,0,0
"""2021991095679""",1,33,7489,3,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2020010279944""",1,84,1285,8,7083,1,1,9,7,1,9,9,0,0,1,0,0,0,0,0
"""2019970894662""",1,28,764,2,1,3,2,1,4,2,0,0,0,2,0,0,0,0,0,0
"""2021622100285""",1,16,247,1,7083,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1
"""2021201021683""",1,166,1285,8,7083,4,3,1,4,2,0,0,1,3,0,0,0,0,0,0
"""2021211101850""",1,16,7489,1,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,1
"""2017471704419""",1,65,7489,55,7083,2,1,1,4,1,0,0,0,1,0,0,0,2,0,0
"""2018200281698""",1,31,7489,3055,7083,2,3,1,4,1,0,0,1,3,0,0,0,0,0,0
"""2021052100902""",1,92,1285,3055,8,3,1,1,4,1,0,0,1,1,0,0,0,0,0,0
"""2021161105291""",1,32,7489,1,7083,3,3,1,1,1,0,0,0,0,1,0,2,0,0,0
"""2020031006982""",1,12,7489,4,3,1,2,1,1,1,0,0,0,1,1,0,0,0,0,1
"""2018471801301""",1,28,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1
"""2020320282266""",1,33,7489,3055,7083,3,2,1,6,1,0,0,1,2,0,0,0,0,0,0
"""2019040888992""",1,19,7489,8,7083,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1
"""2021991023225""",1,78,7489,1,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2021302100735""",1,35,171,24,1,1,2,1,1,1,0,0,0,1,0,0,1,0,0,1
"""20176300817AC""",1,38,7489,52,7083,1,3,1,1,1,0,0,0,2,1,0,0,0,0,0
"""201763DP00917""",1,25,7489,1,7083,1,1,1,1,2,0,0,0,1,0,0,0,1,0,1
"""2017200184616""",1,40,7489,1,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""201763B001817""",1,13,7489,10,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""201731B197817""",1,23,7489,3055,7083,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0
"""20191362M0256""",1,147,7489,3055,7083,1,2,1,4,1,0,0,0,1,0,1,0,0,0,0
"""20171341E1217""",1,46,7489,5,7083,1,1,1,4,1,0,0,0,1,0,0,0,1,0,1
"""2019360858354""",1,22,7489,5,7083,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1
"""2018471802540""",1,42,7489,2,7083,3,2,1,1,1,0,0,0,1,0,1,0,0,0,1
"""2020200926148""",1,45,7489,3055,7083,2,2,1,4,2,0,0,1,2,0,0,0,1,0,0
"""2020520004891""",1,23,7489,1,7083,1,2,9,1,2,0,0,0,0,1,1,0,0,0,0
"""2016051604037""",1,12,7489,1,7083,3,1,1,4,2,0,0,0,0,0,1,0,1,0,0
"""2018460278869""",1,21,7489,6,7083,1,1,1,1,2,0,0,0,1,0,0,0,1,0,0
"""2017610058917""",1,16,7489,3055,7083,1,3,2,1,2,0,0,0,2,0,1,0,0,0,0
"""2020340N80162""",1,40,7489,7,7083,3,3,1,4,1,0,0,1,3,0,0,0,0,0,0
"""2016360072342""",1,26,7489,54,583,2,3,1,1,1,0,0,0,1,0,2,0,0,0,0
"""201601TD00053""",1,56,247,23,13,2,1,9,7,1,0,0,1,0,0,1,0,1,0,1
"""201706E027337""",1,102,7489,567,7083,4,1,1,1,1,0,0,0,1,0,0,0,4,1,0
"""201804EG18097""",1,13,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1
"""2021461096803""",1,26,7489,10,7083,1,2,1,1,2,0,0,0,1,0,0,1,0,0,1
"""2021041020643""",1,16,1285,12,5,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1
"""202154A576021""",1,75,7489,567,7083,7,1,1,4,2,0,0,1,1,0,0,0,0,0,0
"""2020140971560""",1,38,7489,18,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,1
"""2017200255083""",1,166,7489,2,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1
"""2017941700662""",1,40,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2019970873201""",1,41,7489,5,7083,2,2,2,6,2,0,0,0,2,0,0,0,0,0,0
"""2020360958607""",1,24,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2021546736721""",1,75,7489,2,7083,1,3,1,1,1,0,0,0,2,1,0,0,0,0,0
"""201797UA70410""",1,12,7489,2,1,1,1,1,1,2,0,0,0,0,1,0,0,1,0,0
"""2019480930126""",1,21,1285,43,13,1,1,1,1,2,0,0,0,0,0,0,1,1,0,0
"""2017010014469""",1,51,7489,1,2,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2017220232550""",1,54,7489,56,1,1,2,1,1,1,0,0,0,1,1,0,0,0,0,1
"""2017541709517""",1,28,7489,2,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"""2019621900887""",1,18,7489,2,7083,3,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""201601TD00046""",1,44,7489,20,7083,2,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2020030976356""",1,19,7489,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2019051912820""",1,30,171,3055,6,3,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""201963C000719""",1,22,7489,52,7083,1,1,1,6,1,0,0,0,0,1,0,0,1,0,0
"""2018360294809""",1,21,1285,9,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1
"""2016521606412""",1,18,7489,8,7083,1,2,1,1,1,0,0,0,1,1,0,0,0,0,1
"""2021221085823""",1,34,7489,8,7083,3,1,1,1,1,0,0,0,0,0,1,0,2,0,1
"""2017430033182""",1,13,7489,3055,7083,2,1,1,6,1,0,0,0,1,0,0,0,0,0,0
"""2016950000967""",1,25,7489,1,7083,5,3,1,1,1,0,0,0,3,0,0,0,0,1,0
"""2019621900564""",1,13,1285,2,7083,4,2,1,4,1,0,0,1,2,0,0,0,0,0,1
"""201706L025926""",1,44,7489,3055,7083,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
"""201804EG18183""",1,13,7489,3055,7083,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0
"""2018230319587""",1,22,7489,5,7083,1,1,1,6,1,0,0,0,0,1,0,0,1,0,0
"""2019970893670""",1,78,7489,1,7083,1,4,1,1,2,0,0,0,3,0,1,0,0,0,0
"""2019040829027""",1,29,7489,7,7083,1,3,4,1,1,0,0,0,2,0,1,0,0,0,0
"""2021991047050""",1,4,7489,1,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""202006G167119""",1,28,7489,4,7083,1,1,5,5,2,0,0,0,1,0,0,0,1,0,1
"""201601TD00081""",1,132,7489,4,583,1,1,1,4,1,0,0,0,0,1,0,0,1,0,1
"""2021201116530""",1,31,7489,3,7083,3,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2021061096685""",1,42,1285,7,1,1,1,1,4,1,0,0,1,1,0,0,0,1,0,0
"""2019140832959""",1,47,7489,3055,7083,1,2,1,4,1,0,0,1,2,0,0,0,1,0,0
"""2016471604835""",1,27,7489,3055,1,2,4,1,4,1,0,0,1,4,0,0,0,0,0,0
"""2019520904344""",1,5,7489,5,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2017950000203""",1,24,764,7,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,1
"""201831C026618""",1,70,7489,3055,7083,3,1,5,1,2,0,0,0,1,0,0,0,2,0,0
"""2016140106085""",1,47,7489,18,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1
"""2019470900708""",1,25,7489,55,7083,1,3,1,1,1,0,0,0,1,1,0,1,0,0,0
"""201697QC75610""",1,28,7489,4,1,1,1,1,1,2,0,0,0,1,0,0,0,1,0,1
"""2016350074478""",1,13,7489,8,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2017010032811""",1,70,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
"""2016200103053""",1,31,7489,3,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1
"""2017471702914""",1,42,7489,3,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2020450959034""",1,13,7489,3055,7083,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
"""2017420161444""",1,28,7489,5,7083,1,1,1,6,1,0,0,0,1,0,0,0,0,0,0
"""2018070146490""",1,64,7489,3,2,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""201606A024047""",1,102,7489,2,7083,1,1,1,1,2,0,0,0,1,0,0,0,1,0,1
"""2021221085821""",1,34,7489,8,7083,1,3,1,1,1,0,0,0,2,1,0,0,0,0,0
"""2019350826260""",1,30,1285,47,7083,3,2,8,1,2,0,0,0,2,0,0,0,0,0,1
"""2021141061105""",1,113,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2019200913606""",1,166,247,10,7083,2,1,1,1,1,0,0,0,1,0,0,0,1,0,1
"""2017400238258""",1,39,247,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2016521608244""",1,18,7489,72,1,2,2,1,4,1,0,0,0,1,0,1,0,0,0,0
"""201731C160617""",1,70,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2019040852267""",1,29,7489,5,7083,2,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""201734WD80047""",1,20,7489,567,583,1,3,1,6,2,0,0,0,2,0,1,0,0,0,0
"""2021201102663""",1,45,7489,3055,7083,4,1,1,4,1,0,0,1,1,0,0,0,0,0,0
"""2020010244539""",1,42,7489,40,7083,1,3,1,1,1,0,0,0,2,0,0,1,0,0,0
"""20171344I0584""",1,46,7489,3,7083,2,2,1,1,1,0,0,0,1,0,1,0,0,0,1
"""201731B215217""",1,22,7489,3055,7083,2,1,1,4,1,0,0,0,1,0,0,0,1,0,1
"""2017410257992""",1,18,7489,3055,7083,3,2,2,1,2,0,0,0,2,0,0,0,0,0,1
"""2018010149872""",1,90,7489,4,7083,1,1,8,5,2,0,0,0,0,1,0,0,1,0,1
"""2017010080656""",1,132,7489,3,7083,1,1,1,1,2,0,0,0,1,0,0,0,1,0,0
"""2018331801308""",1,10,7489,24,583,4,2,1,6,1,0,0,0,2,0,0,0,0,0,0
"""2016420113276""",1,27,7489,3055,7083,1,3,1,1,1,0,0,0,1,1,1,0,0,0,0
"""201606Q022189""",1,42,7489,5,7083,1,1,1,4,2,0,0,1,1,0,0,0,1,0,0
"""2019331900966""",1,13,1285,47,583,2,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""2020041009859""",1,29,7489,3055,7083,1,2,1,1,2,0,0,0,1,0,1,0,0,0,0
"""2021430309919""",1,21,7489,52,1,1,2,1,1,1,0,0,0,1,1,0,0,0,0,0
"""2020140951011""",1,113,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2016420140268""",1,19,7489,3055,7083,2,4,1,4,1,0,0,1,4,0,0,0,0,0,0
"""2019320509260""",1,19,7489,9,7083,2,2,2,6,2,0,0,1,2,0,0,0,0,0,0
"""201601TD00001""",1,63,97,3055,7083,1,1,1,7,2,0,0,0,0,1,0,0,1,0,0
"""202063AF00121""",1,38,1285,19,7083,3,5,1,6,1,2,0,0,5,0,0,0,0,0,1
"""2016010028286""",1,90,7489,11,6,1,2,1,1,1,0,0,0,0,1,0,1,0,0,0
"""201997NC75206""",1,41,171,3,1,2,1,1,4,1,0,0,1,1,0,0,0,0,0,0
"""2020010244125""",1,80,7489,567,7083,1,1,1,4,1,0,0,1,1,0,0,0,0,0,0
"""2018521806478""",1,36,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2021501114322""",1,23,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
"""201706E037880""",1,102,1285,27,583,2,2,4,4,2,0,0,0,1,0,1,0,0,0,0
"""2021501142838""",1,19,7489,1,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""201706J025057""",1,37,7489,567,7083,1,1,1,4,1,0,0,1,1,0,0,0,1,0,1
"""2016460129251""",1,26,1285,3,7083,1,1,5,4,2,0,0,1,1,0,0,0,0,0,0
"""2017051700976""",1,92,7489,6,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
"""2019010164656""",1,63,7489,41,7083,1,2,1,4,1,0,0,1,0,1,1,0,0,0,0
"""2016520602886""",1,15,764,12,2,1,2,2,1,2,0,0,0,2,0,0,0,0,0,1
"""201601TD00028""",1,95,7489,25,7083,1,2,9,1,1,0,0,0,1,1,0,0,1,0,0
"""201604EF16313""",1,29,7489,2,3,4,5,1,4,2,0,0,0,4,1,0,0,0,0,0
"""2019010160729""",1,32,7489,24,7083,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"""2017360238898""",1,24,7489,3,7083,3,4,1,1,2,0,0,0,4,0,0,0,0,0,0
"""2018471800416""",1,27,7489,55,7083,1,2,2,4,2,6,0,0,2,0,0,0,1,0,0
"""201697LB01411""",1,7,7489,1,7083,1,2,1,6,2,0,0,0,2,0,0,0,0,0,1
"""2016320084630""",1,19,247,567,7083,2,4,1,1,1,0,0,0,3,0,0,0,0,0,0
"""2018921800460""",1,6,7489,2,7083,1,4,1,1,1,0,0,0,3,0,1,0,0,0,0
"""2020320470478""",1,24,7489,567,7083,1,2,1,1,1,0,0,0,0,1,0,1,0,0,0
"""2017440209087""",1,41,1285,3,7083,1,3,1,1,1,0,0,0,1,0,0,2,0,0,0
"""2021440223675""",1,27,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2021061069824""",1,102,1285,15,7083,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0
"""2016521601992""",1,60,7489,2,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""2016941600199""",1,40,7489,1,7083,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
"""2017500189799""",1,77,7489,2,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""2020470959967""",1,28,7489,2,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,1
"""2019040875454""",1,24,171,3055,7083,2,1,1,1,1,0,0,0,1,0,0,0,2,0,0
"""2020470925316""",1,42,7489,1,7083,1,4,2,4,2,2,0,0,2,1,0,1,0,0,0
"""2020470947797""",1,28,764,13,4,1,2,1,1,1,0,0,0,1,0,0,1,0,0,1
"""2020420986826""",1,27,7489,9,2,1,2,4,7,2,0,0,0,2,0,0,0,0,0,0
"""2018070297356""",1,64,7489,15,7083,2,2,1,6,1,0,0,0,1,0,0,0,0,0,1
"""2021061096120""",1,24,764,3,2,1,5,1,1,1,0,0,0,2,1,1,0,0,0,1
"""2017500218732""",1,22,7489,34,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""202163AF01921""",1,38,7489,1,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2019040811477""",1,26,171,13,1,1,3,8,1,4,0,0,0,3,0,0,0,0,0,0
"""201804EG18103""",1,11,7489,21,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,1,1
"""2020100934303""",1,29,1285,2,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2017010065871""",1,95,7489,13,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2021010316391""",1,82,7489,3,7,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1
"""2018450317463""",1,11,7489,3,7083,1,4,1,1,1,0,0,0,3,1,0,0,0,0,1
"""2018301801681""",1,35,7489,567,19,1,1,1,4,1,0,0,0,1,0,0,0,1,0,0
"""2018331800378""",1,14,7489,63,7083,1,1,1,4,1,0,0,1,1,0,0,0,1,0,0
"""202006M268018""",1,30,7489,21,1,1,1,1,1,2,0,0,0,0,1,0,0,1,0,1
"""2021471100895""",1,28,7489,1,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017430331968""",1,11,764,3055,7083,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1
"""2021332100980""",1,13,1285,47,583,2,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""2018471805371""",1,22,7489,55,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2016170H10546""",1,6,1285,13,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2016950003498""",1,25,7489,1,3,2,2,4,1,1,0,0,0,1,0,1,0,0,0,0
"""2021131090678""",1,46,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2020010272166""",1,92,7489,3055,7083,1,1,1,1,1,2,4,0,0,0,0,1,1,0,0
"""2017051702177""",1,30,7489,8,7083,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1
"""2018140281295""",1,113,7489,3055,7083,1,1,1,4,2,0,0,0,0,0,1,0,0,0,0
"""2019350928971""",1,13,7489,1,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1
"""2021622100750""",1,18,764,3,6,1,1,1,4,1,0,0,0,0,0,1,0,0,0,0
"""2021430586088""",1,23,7489,72,7083,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0
"""2019010175542""",1,57,7489,10,7083,1,1,1,4,1,0,0,1,1,0,0,0,1,0,0
"""2017160171156""",1,54,7489,12,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2021070770574""",1,64,7489,1,7083,1,1,1,4,1,0,0,0,1,0,0,0,1,0,0
"""2021461029023""",1,14,7489,3055,7083,1,3,1,1,1,0,0,0,3,0,0,0,0,0,0
"""2017621700638""",1,18,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1
"""2018230256864""",1,14,1285,1,1,4,2,2,6,2,0,4,1,2,0,0,0,0,0,0
"""20191362N1760""",1,147,1285,4,7083,1,1,1,4,1,0,0,0,1,0,0,0,1,0,0
"""2019220833701""",1,21,7489,54,7083,5,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""2016301600105""",1,9,7489,567,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2021543398121""",1,75,7489,9,2,2,4,1,1,1,0,0,0,3,1,0,0,0,0,1
"""2016921600136""",1,19,1285,7,1,2,2,2,6,2,0,0,0,2,0,0,0,0,0,1
"""2016921600279""",1,17,7489,1,7083,4,2,2,6,2,0,0,1,2,0,0,0,0,0,0
"""2019070364630""",1,64,7489,1,7083,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1
"""2021201204977""",1,166,7489,56,4,1,2,1,4,1,0,0,1,1,0,1,0,0,0,0
"""2018160263962""",1,65,1285,11,2,1,2,1,1,1,0,0,0,0,1,0,1,0,0,0
"""2016420054714""",1,21,7489,3055,7083,2,1,9,1,1,0,0,0,0,0,0,0,0,0,0
"""2018430031732""",1,18,1285,72,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""201954B161919""",1,75,7489,9,2,1,2,1,6,2,0,0,0,1,1,0,0,0,0,0
"""2018120094580""",1,21,7489,4,7083,1,3,1,1,1,0,0,0,1,0,2,0,0,0,0
"""2020332000165""",1,12,7489,3,7083,2,2,1,4,2,0,0,1,1,0,0,0,0,0,0
"""20201377C1176""",1,77,7489,1,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""2020302000884""",1,16,7489,4,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2017010076209""",1,77,1285,52,1,1,1,1,4,1,0,0,0,0,0,1,0,0,0,0
"""2020622000778""",1,3,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2017471705628""",1,27,7489,1,7083,1,5,2,1,2,0,0,0,5,0,0,0,0,0,1
"""2017500191110""",1,22,7489,10,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2021041057369""",1,40,7489,1,7083,1,2,1,4,1,0,0,1,1,0,1,0,0,0,0
"""2021320727628""",1,20,7489,567,5,2,3,1,6,1,0,0,0,2,1,0,0,0,0,0
"""2020137CF0722""",1,46,247,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1
"""2019420851116""",1,28,764,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
"""2018010150361""",1,57,7489,13,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2018410304001""",1,19,7489,5,7083,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"""2016120018001""",1,9,7489,1,583,1,2,1,1,2,0,0,0,0,1,0,1,0,0,1
"""2021141012930""",1,113,7489,4,7083,2,2,2,4,2,0,0,0,2,0,0,0,0,0,0
"""2018010119169""",1,56,7489,47,1,1,2,1,4,1,0,0,1,1,0,0,1,0,0,0
"""2021332100521""",1,12,7489,567,7083,1,1,1,6,2,0,0,1,1,0,0,0,1,0,1
"""2017500171152""",1,77,7489,2,7083,2,2,1,6,1,0,0,1,0,0,2,0,0,0,0
"""2017200165638""",1,45,7489,5,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""2019110904868""",1,83,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1
"""2016520604865""",1,23,7489,3055,7083,1,1,1,4,1,0,0,1,1,0,0,0,0,0,0
"""201906K362910""",1,53,7489,1,7083,2,2,1,1,1,0,0,0,1,1,0,0,0,0,1
"""2019010188355""",1,35,1285,23,7,1,1,2,1,2,0,0,0,1,0,0,0,1,0,0
"""2018200818794""",1,45,7489,3055,1,1,1,1,4,1,0,0,1,1,0,0,0,1,0,0
"""2021622100330""",1,22,764,3055,7083,2,3,1,4,1,0,0,1,3,0,0,0,0,0,0
"""2018440008248""",1,19,7489,2,7083,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1
"""2020122000750""",1,9,7489,3055,7083,1,2,1,1,1,0,0,0,0,1,0,1,0,0,1
"""2016160111743""",1,65,1285,11,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2016430288876""",1,33,1285,47,9,1,2,1,4,1,0,0,0,2,0,0,0,0,0,0
"""2021552100788""",1,39,7489,2,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""201695D000529""",1,10,7489,3,7083,1,2,1,1,2,0,0,0,1,0,1,0,0,0,0
