accident_index,accident_severity,num_accident_in_ons,num_accident_in_same_road_type,num_accident_in_same_road,num_accident_in_same_second_road,num_casualties,num_vehicle_involved,weather_conditions,light_conditions,road_surface_conditions,carriageway_hazards,special_conditions_at_site,is_night,num_cars,num_heavy_vehicles,num_motorcycles,num_pedal_cycles,num_pedestrians,is_child_involved,is_old_involved
"""2019480950659""",3,21,7489,3055,7083,1,2,1,1,1,0,0,0,0,1,1,0,0,0,0
"""201906A258500""",3,102,7489,9,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2017010027297""",3,64,7489,3055,583,1,2,1,4,1,0,0,0,2,0,0,0,0,0,0
"""2017450162194""",3,36,171,43,5,1,2,2,6,2,0,0,0,2,0,0,0,0,0,0
"""2017370182098""",3,8,97,12,7083,1,1,1,5,1,0,0,1,1,0,0,0,1,0,0
"""2019010224668""",3,92,7489,31,583,1,2,2,4,2,0,0,1,1,0,1,0,0,0,0
"""2016160134711""",3,21,7489,3055,7083,1,2,1,4,1,0,0,0,2,0,0,0,1,0,0
"""201931C158219""",3,70,764,4,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017051702640""",3,92,7489,3055,7083,1,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""2021170S10861""",3,34,7489,1,583,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2018010151081""",3,70,7489,13,583,1,1,2,4,2,0,0,1,1,0,0,0,0,0,0
"""2016460087500""",3,12,7489,3055,7083,2,2,2,1,2,0,0,0,2,0,0,0,0,0,0
"""2021010352308""",3,70,7489,1,7083,1,2,1,4,2,0,0,0,2,0,0,0,0,0,0
"""2018460314511""",3,18,1285,3055,7083,1,3,1,1,1,0,0,0,3,0,0,0,0,0,0
"""2020460963258""",3,14,7489,3055,7083,2,2,1,1,1,0,0,1,2,0,0,0,0,0,0
"""2019010207938""",3,109,7489,11,3,1,2,1,4,1,0,0,1,0,1,1,0,0,0,0
"""2019010162428""",3,109,7489,8,7083,1,2,4,1,1,0,0,0,1,0,1,0,0,0,0
"""2021451057668""",3,13,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2016140115351""",3,113,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""2021101058119""",3,29,7489,1,7083,4,2,1,1,1,0,0,0,2,0,0,0,0,1,0
"""2017430004146""",3,33,7489,567,7083,2,3,1,1,2,0,0,0,3,0,0,0,0,0,0
"""2018621801360""",3,18,764,3,8,1,2,1,1,1,0,0,0,1,1,0,0,0,0,0
"""2016110089729""",3,83,7489,1,5,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2021471099068""",3,27,7489,1,7083,1,2,1,1,1,0,4,0,1,1,0,0,0,0,0
"""2017010064258""",3,64,7489,11,583,1,2,9,1,9,0,9,0,2,0,0,0,0,0,0
"""2018010106390""",3,92,1285,4,7083,1,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""2019010201664""",3,80,7489,567,7083,1,2,1,1,1,0,0,0,1,1,0,0,0,0,0
"""2016010000682""",3,63,7489,26,7083,1,1,1,5,1,0,0,0,1,0,0,0,1,0,0
"""2016140103807""",3,47,7489,4,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,1
"""2016010000931""",3,56,7489,18,7083,1,2,1,4,1,0,0,0,1,0,1,0,0,0,0
"""2021440312821""",3,41,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2021010328797""",3,70,7489,3055,9,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""201806A350902""",3,102,7489,567,5,1,3,1,4,1,0,0,1,2,0,0,1,0,0,0
"""2017010055168""",3,64,1285,12,5,2,2,2,1,2,0,0,0,2,0,0,0,0,0,0
"""2021501132894""",3,40,7489,3055,7083,1,2,2,4,2,0,0,0,1,0,1,0,0,0,0
"""2021302101564""",3,35,764,3055,7083,1,1,1,4,1,0,0,1,1,0,0,0,1,0,0
"""2021131077129""",3,147,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""201731C176217""",3,70,1285,1,1,1,2,1,1,2,0,0,0,1,0,1,0,0,0,0
"""2018520803630""",3,16,7489,5,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2021070618498""",3,64,1285,13,2,2,3,9,1,1,0,0,0,3,0,0,0,0,0,0
"""201731D168017""",3,13,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2020460942143""",3,42,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2018460329929""",3,29,247,3055,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2020990921338""",3,78,7489,2,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""2017010044972""",3,63,7489,2,7083,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
"""2019370873917""",3,10,7489,3055,7083,1,2,1,1,1,0,0,0,0,1,0,1,0,1,0
"""201643P053036""",3,22,1285,11,1,1,3,1,1,2,0,0,0,3,0,0,0,0,0,0
"""2020010257759""",3,132,764,72,23,2,2,1,1,1,0,0,0,0,0,1,1,0,0,0
"""2019010188204""",3,95,7489,54,7083,1,2,1,1,2,0,0,0,1,0,0,1,0,0,0
"""2016230086529""",3,18,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""201831B184918""",3,23,7489,15,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1
"""2020201021954""",3,40,764,17,7083,1,2,2,4,2,0,0,1,1,0,0,1,0,0,0
"""2017220269876""",3,34,7489,20,1,1,4,4,1,2,0,4,0,4,0,0,0,0,0,0
"""201804ED18261""",3,16,7489,12,7083,2,3,1,1,1,0,0,1,3,0,0,0,0,0,0
"""2020010251855""",3,44,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2018010145121""",3,70,7489,3055,7083,1,1,8,1,1,0,0,0,1,0,0,0,1,0,0
"""2020350974138""",3,30,7489,3,7083,1,1,2,1,2,7,0,1,1,0,0,0,0,0,0
"""2021010318589""",3,77,1285,52,583,1,2,2,4,2,0,0,1,1,1,0,0,0,0,0
"""2018010119842""",3,82,7489,3055,7,2,2,1,1,1,0,0,0,2,0,0,0,0,1,0
"""2019522001436""",3,60,7489,3055,7083,1,2,1,4,2,0,0,0,1,0,0,1,0,0,0
"""2016460065262""",3,23,764,55,1,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2016140136666""",3,47,1285,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2019460911884""",3,17,764,2,3,1,2,2,4,2,0,0,0,2,0,0,0,0,0,0
"""2018440165097""",3,15,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2020400949800""",3,39,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
"""2021010332894""",3,57,1285,41,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2021131048898""",3,77,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2016133311305""",3,77,7489,3055,7083,1,2,9,4,1,0,0,0,2,0,0,0,0,0,0
"""2017301701574""",3,9,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2018010153280""",3,63,1285,23,1,1,1,2,4,2,0,0,0,1,0,0,0,1,0,0
"""2016200083086""",3,166,7489,6,3,4,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019410813578""",3,6,7489,3,7083,1,2,2,1,2,0,0,0,2,0,0,0,1,0,0
"""2016160054251""",3,32,1285,2,1,1,1,8,1,4,0,0,0,1,0,0,0,0,0,0
"""2020471005902""",3,27,7489,55,16,1,2,1,1,1,0,0,0,1,0,0,1,0,0,1
"""2020010237592""",3,95,7489,3,583,1,2,1,7,1,0,0,1,1,0,0,1,0,0,0
"""2016450038049""",3,36,7489,10,7083,1,2,1,1,2,0,0,0,2,0,0,0,0,0,1
"""2017530186063""",3,16,7489,3,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2019010224332""",3,109,7489,567,7083,1,1,1,4,1,0,0,0,0,1,0,0,1,1,0
"""201963C030719""",3,22,7489,1,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2019220842639""",3,21,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2021351128570""",3,16,1285,5,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1
"""2017010057898""",3,82,1285,11,1,1,2,2,1,2,0,0,0,1,0,0,1,0,0,0
"""201631C012216""",3,70,7489,6,7083,1,2,1,4,2,0,0,0,1,0,1,0,0,0,0
"""2017010010607""",3,132,7489,12,1,1,2,2,1,2,0,2,0,1,0,1,0,0,0,0
"""2017100249692""",3,29,764,4,3,1,2,1,1,2,0,0,0,2,0,0,0,0,0,1
"""2018010133296""",3,57,7489,6,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2018450306546""",3,14,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2017200208182""",3,40,1285,3,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2016230083893""",3,18,7489,1,7,1,2,1,1,2,0,0,0,2,0,0,0,0,1,0
"""2018010088777""",3,132,247,2,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019010216784""",3,84,1285,18,7083,1,2,1,4,1,0,0,0,1,0,0,1,0,0,0
"""201804WB18405""",3,26,7489,3055,7083,1,1,2,4,2,0,0,0,1,0,0,0,1,0,0
"""2016076324262""",3,64,7489,7,2,1,3,2,1,2,0,0,0,3,0,0,0,0,0,0
"""2019010157155""",3,32,7489,4,2,1,2,1,4,2,0,0,0,1,0,0,1,0,0,0
"""2020200947381""",3,47,1285,28,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""2017301701325""",3,11,7489,2,7083,1,4,1,1,1,0,0,0,4,0,0,0,0,0,0
"""2018010138172""",3,64,247,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
"""2018350328239""",3,26,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1
"""2020010264479""",3,132,97,72,23,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""201606K013290""",3,53,7489,567,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017010032185""",3,70,7489,3055,1,1,2,1,4,1,0,0,0,2,0,0,0,0,0,0
"""2019440343599""",3,43,7489,2,7083,1,1,2,1,2,0,0,0,1,0,0,0,0,0,0
"""2021010294178""",3,32,1285,4,7083,1,2,1,7,1,0,0,0,1,0,1,0,0,0,0
"""2021010330460""",3,92,171,1,2,1,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""2020010254349""",3,109,764,3055,7083,1,2,2,1,2,0,0,0,1,0,0,1,0,0,0
"""2019551900870""",3,10,7489,567,7083,1,2,2,1,2,0,0,0,2,0,0,0,0,1,0
"""2019621900790""",3,33,7489,1,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2017010085712""",3,70,97,3055,7083,1,1,9,4,1,9,9,0,1,0,0,0,0,0,0
"""2019010174446""",3,64,1285,3055,15,1,2,1,1,1,0,0,0,1,1,0,0,0,0,0
"""2016500098420""",3,40,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2020230942594""",3,18,7489,1,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2020500930369""",3,40,7489,3055,7083,1,1,1,1,2,0,0,0,1,0,0,0,1,0,1
"""2019140827129""",3,47,7489,12,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017010058068""",3,64,7489,11,583,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2018121800177""",3,33,7489,3055,7083,1,2,1,4,1,0,0,1,1,0,0,1,0,0,0
"""2020010274807""",3,50,171,3,583,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2020522000466""",3,60,7489,3055,7083,1,2,9,1,1,0,0,0,2,0,0,0,0,0,0
"""2016460078401""",3,21,7489,3055,7083,2,2,2,1,2,0,0,0,2,0,0,0,0,0,0
"""2018010102523""",3,64,764,72,15,3,1,8,7,1,0,9,1,1,0,0,0,0,0,0
"""2021101105847""",3,32,7489,3055,7083,1,2,1,4,2,0,0,0,1,0,1,0,0,0,0
"""2019220872746""",3,54,7489,20,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2021010320459""",3,63,1285,26,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""201704SA17038""",3,33,7489,1,1,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017331700583""",3,44,7489,9,7083,3,2,1,1,2,0,0,0,2,0,0,0,0,0,0
"""2019410905974""",3,8,764,3,1,1,1,2,1,2,0,0,0,1,0,0,0,0,0,1
"""2020430161097""",3,27,7489,5,2,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2021041106503""",3,37,7489,3055,1,2,2,1,1,2,0,0,0,2,0,0,0,0,0,0
"""2019440007894""",3,24,7489,3055,7083,1,2,1,7,1,0,0,0,1,0,0,1,0,0,0
"""2021010313158""",3,64,1285,21,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""201906M152401""",3,30,7489,1,7083,1,2,1,7,1,0,0,0,1,0,0,1,0,0,0
"""2017301701807""",3,19,7489,5,7083,1,2,9,1,1,0,0,0,1,0,0,1,0,0,0
"""2021010346291""",3,42,7489,11,7083,1,2,1,4,2,0,0,0,1,0,1,0,0,0,0
"""2021010303090""",3,70,247,10,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2021010342163""",3,24,1285,3,2,2,2,1,4,1,0,0,0,2,0,0,0,0,0,0
"""2018010099384""",3,80,7489,567,583,1,1,1,4,1,0,0,0,0,1,0,0,1,0,0
"""2021461057249""",3,29,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2017010060510""",3,44,7489,20,7083,1,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""2018521800769""",3,60,764,3055,7083,1,2,1,4,2,0,0,0,2,0,0,0,0,0,0
"""2019470847704""",3,14,7489,3055,7083,1,2,9,1,1,0,0,0,1,0,1,0,0,0,0
"""201604SB16266""",3,19,7489,6,7083,1,2,1,4,1,0,0,0,2,0,0,0,0,0,0
"""2017400160565""",3,39,764,63,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019010224523""",3,82,247,47,9,1,2,2,1,2,0,0,0,1,0,1,0,0,0,0
"""2021211127615""",3,16,7489,17,7083,1,1,1,4,2,0,0,1,1,0,0,0,1,0,0
"""2021471119059""",3,65,7489,3055,16,2,2,1,4,2,0,0,1,2,0,0,0,0,0,0
"""2021451109014""",3,16,7489,40,7083,1,2,1,4,1,0,0,0,1,0,1,0,0,0,0
"""2016210077873""",3,8,7489,3055,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""201906E263778""",3,102,1285,28,7083,1,2,1,4,1,0,0,0,2,0,0,0,0,0,0
"""2019040898007""",3,13,7489,4,7083,1,2,1,7,1,0,0,0,1,0,0,1,0,0,0
"""2018200814736""",3,31,7489,3,7083,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019010222629""",3,54,7489,3055,7083,1,3,1,1,1,0,0,0,3,0,0,0,0,0,0
"""2020302001459""",3,35,7489,3055,7083,2,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2017010061425""",3,70,7489,3,9,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1
"""2019552000039""",3,39,7489,5,1,1,2,1,1,2,0,0,0,1,0,1,0,0,0,1
"""2018521807631""",3,36,7489,19,7083,1,2,1,1,2,0,0,0,2,0,0,0,0,0,0
"""2018010081984""",3,109,7489,8,3,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0
"""2020340W02262""",3,13,7489,1,7083,1,2,8,1,1,0,0,0,1,0,0,1,0,0,0
"""2020010274838""",3,29,7489,3055,7083,1,2,1,1,1,9,9,0,1,0,1,0,0,0,0
"""2019440123245""",3,25,7489,24,1,1,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""2018010102553""",3,35,764,567,583,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2020010278158""",3,64,7489,5,7083,1,2,1,1,1,0,9,0,2,0,0,0,0,0,0
"""20164100C0199""",3,14,7489,567,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2019370847947""",3,8,7489,5,7083,4,2,2,1,2,0,0,0,2,0,0,0,0,1,1
"""2017551700201""",3,17,764,20,1,1,2,1,1,2,0,0,0,1,0,0,1,0,0,1
"""2018010120857""",3,132,247,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""201601KF60609""",3,66,7489,17,3,1,1,2,4,2,0,0,1,1,0,0,0,1,0,1
"""2021061042427""",3,30,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2019430386409""",3,23,7489,3055,7083,1,1,1,1,2,0,0,0,1,0,0,0,1,0,1
"""2019450811737""",3,11,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2020170M20740""",3,20,1285,1,583,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2021041024317""",3,16,7489,3055,7083,1,2,5,4,2,0,0,1,2,0,0,0,0,0,1
"""2020500961420""",3,5,7489,1,1,2,3,1,1,1,0,0,0,3,0,0,0,0,0,0
"""2017420155037""",3,27,7489,9,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019010212868""",3,64,1285,54,7083,1,3,1,4,2,0,0,0,2,1,0,0,0,0,0
"""2016950002377""",3,24,764,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""201601LX50071""",3,109,7489,2,17,1,2,1,1,1,0,0,0,0,0,2,0,0,0,0
"""2018439199483""",3,22,1285,6,3,3,1,1,4,2,0,0,0,1,0,0,0,0,0,0
"""2016500138345""",3,77,7489,1,7083,1,2,5,1,2,0,0,0,1,0,0,1,0,0,0
"""201731D251217""",3,9,764,6,2,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2016521600746""",3,60,247,2,1,1,1,1,4,2,0,0,0,1,0,0,0,1,0,0
"""201731B114417""",3,22,7489,3055,7083,1,2,1,4,1,0,0,1,1,0,1,0,0,0,0
"""2021010294351""",3,109,7489,7,4,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2019440056287""",3,24,7489,3055,7083,1,2,1,4,1,0,0,0,1,0,0,1,0,0,0
"""2017551701357""",3,4,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""201706F030625""",3,36,764,27,2,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2016170M30816""",3,20,7489,5,7083,1,1,2,4,2,0,0,0,1,0,0,0,1,0,0
"""2016471601980""",3,21,7489,3055,7083,1,2,1,1,2,0,0,0,2,0,0,0,0,0,0
"""2018340N04431""",3,40,7489,10,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1
"""2016200091573""",3,166,7489,3055,2,1,1,2,1,2,0,0,0,1,0,0,0,1,1,0
"""2021141032010""",3,113,7489,41,5,1,2,8,1,1,0,0,0,2,0,0,0,0,0,1
"""2019010213511""",3,64,171,567,7083,1,1,8,1,1,0,0,0,1,0,0,0,0,0,0
"""2017077098057""",3,30,764,15,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2017051702723""",3,36,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,1
"""2017210225536""",3,30,7489,3055,2,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2017410148497""",3,18,7489,1,7083,1,1,8,4,2,0,0,0,1,0,0,0,1,1,0
"""2017010035462""",3,82,7489,3055,7083,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
"""20201374S0862""",3,57,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017200188981""",3,47,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2019220354851""",3,11,7489,1,7083,1,1,1,6,2,0,0,0,1,0,0,0,0,0,0
"""2019430075017""",3,22,7489,52,7083,1,2,2,6,2,0,0,1,2,0,0,0,0,0,1
"""2016120225015""",3,33,7489,9,11,1,2,1,4,1,0,0,0,1,0,0,1,0,0,0
"""2020010286534""",3,64,7489,3055,7083,1,2,1,4,1,0,0,1,1,0,1,0,0,0,0
"""201601YR90582""",3,82,7489,3,13,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019200926033""",3,47,7489,3055,7083,1,2,1,1,2,0,0,0,1,1,0,0,0,0,0
"""201831B109618""",3,22,764,17,1,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019010215017""",3,4,764,3055,7083,1,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""2016160042889""",3,65,7489,3055,7083,4,2,1,1,2,0,0,0,2,0,0,0,0,0,1
"""2016140129321""",3,47,1285,18,2,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2019122000047""",3,33,7489,3055,7083,3,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""2017950001627""",3,74,7489,10,4,1,1,2,1,2,2,0,0,0,0,0,1,0,0,0
"""2019010217492""",3,109,7489,41,17,2,2,1,1,1,0,0,1,2,0,0,0,0,1,0
"""2018010123307""",3,91,7489,2,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2021543856621""",3,28,1285,3,1,3,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""2019010181369""",3,63,7489,21,5,1,1,8,1,1,0,0,0,1,0,0,0,0,0,0
"""2018010125452""",3,57,7489,10,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"""2016551601727""",3,39,7489,3055,7083,1,2,8,1,2,0,0,0,2,0,0,0,0,0,1
"""2017160187748""",3,32,7489,3055,7083,2,1,1,1,1,0,0,0,0,0,1,0,2,1,0
"""2017551702022""",3,39,7489,567,7083,1,2,1,1,2,0,0,0,1,0,1,0,0,0,0
"""2017010074956""",3,91,7489,2,7083,1,2,1,4,1,0,0,1,2,0,0,0,0,0,0
"""2021010323013""",3,42,7489,7,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2021451033123""",3,16,1285,47,15,1,3,1,1,1,0,0,0,2,1,0,0,0,0,1
"""2021010323591""",3,44,7489,20,583,2,2,2,1,2,0,1,0,2,0,0,0,0,0,0
"""2016521605391""",3,60,97,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2019040837815""",3,33,7489,3055,7083,1,2,1,4,2,0,0,0,2,0,0,0,0,1,0
"""2018010141628""",3,132,7489,567,7083,3,2,1,1,1,0,0,0,1,0,0,0,0,0,0
"""2017010026050""",3,132,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2021501092424""",3,40,1285,10,7083,1,2,1,1,1,0,0,0,1,1,0,0,0,0,0
"""2017430021416""",3,21,7489,3,7083,2,2,1,4,1,0,0,0,2,0,0,0,0,0,0
"""2016076219453""",3,49,7489,2,7083,1,2,1,4,1,0,0,1,1,1,0,0,0,0,0
"""201854B367618""",3,75,764,72,23,1,2,9,4,1,0,0,0,1,0,1,0,0,0,0
"""2017520703063""",3,23,7489,1,7083,1,2,1,1,1,0,1,0,1,0,0,1,0,0,0
"""2021430025276""",3,33,1285,8,1,2,2,1,1,1,0,0,0,1,1,0,0,0,0,0
"""2017010040696""",3,77,7489,21,7083,1,2,1,1,1,2,0,0,1,1,0,0,0,0,0
"""201601EK40326""",3,84,7489,15,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2017120157286""",3,33,7489,11,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""2021010347830""",3,63,97,41,7083,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0
"""201731D091617""",3,13,7489,15,7083,1,1,2,1,2,0,0,0,0,1,0,0,0,0,0
"""2018010110260""",3,56,7489,3055,7083,1,2,1,4,1,0,4,1,1,0,1,0,0,0,0
"""2017010021094""",3,70,7489,567,7083,1,3,3,4,2,0,0,1,3,0,0,0,0,0,0
"""2020160980722""",3,54,7489,9,4,1,2,1,1,1,0,0,0,1,1,0,0,0,0,0
"""2020610044820""",3,7,1285,1,7083,2,2,2,1,2,0,0,0,2,0,0,0,0,0,0
"""2018610025718""",3,18,247,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2018471804381""",3,29,7489,1,15,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017200180876""",3,45,7489,13,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2017430347869""",3,33,7489,567,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""201960X022961""",3,16,7489,2,7083,4,3,1,1,1,0,0,0,3,0,0,0,0,0,0
"""2020430316256""",3,27,7489,18,7083,1,2,2,1,2,0,0,0,2,0,0,0,0,0,0
"""2018200351867""",3,40,247,3055,7083,1,1,1,4,2,0,0,0,1,0,0,0,1,0,0
"""2018521808363""",3,36,7489,2,7083,1,2,1,7,1,0,0,0,2,0,0,0,0,0,0
"""2016140087759""",3,47,7489,7,7083,3,2,1,6,1,0,0,1,2,0,0,0,0,0,0
"""2017400214773""",3,39,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2021010330549""",3,70,7489,3055,7083,1,2,1,4,1,0,0,0,1,0,1,0,0,0,0
"""2019460836181""",3,26,7489,3055,7083,3,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2021461127138""",3,12,7489,3055,7083,1,1,5,4,5,0,0,0,1,0,0,0,1,1,0
"""2016160118794""",3,54,7489,2,7083,1,1,4,6,2,0,0,1,1,0,0,0,0,0,0
"""2019010181801""",3,42,1285,24,6,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2017010066832""",3,63,7489,3055,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
"""2017370172852""",3,10,7489,3055,7083,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2017230167654""",3,22,764,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2019140828525""",3,113,7489,2,7083,1,1,1,4,1,0,0,1,1,0,0,0,0,0,0
"""2017200226890""",3,31,7489,3055,7083,1,2,8,1,2,0,0,0,1,0,1,0,0,0,0
"""2017320235699""",3,33,1285,8,1,2,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""201806K141491""",3,53,97,4,2,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2018230328345""",3,24,7489,3055,7083,1,2,1,1,1,0,0,0,2,0,0,0,1,0,0
"""2021440488967""",3,15,1285,34,15,1,2,2,1,2,0,0,0,2,0,0,0,0,1,0
"""2021041054545""",3,37,7489,3055,1,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
"""2020200930152""",3,166,7489,1,7083,2,2,1,4,1,0,0,0,2,0,0,0,0,0,0
"""2018010105961""",3,82,7489,11,7083,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1
"""2016521603720""",3,36,7489,3055,7083,1,1,2,1,2,0,0,0,1,0,0,0,1,0,0
"""2019010165161""",3,95,7489,54,583,1,2,1,1,1,0,0,0,1,0,0,1,0,0,0
"""2020470972828""",3,42,764,13,4,1,2,7,5,1,0,0,0,1,0,0,1,0,0,0
"""2020070010505""",3,30,7489,15,7083,1,2,1,1,1,0,0,0,2,0,0,0,0,0,0
